date,is_holiday,is_weekday,weather_situation,temp_celsius,apparent_temp_celsius,humidity_percent,windspeed_kph,casual_users,registered_users,total_users,day_name,windspeed_outlier,is_holiday_check,is_weekday_check,weather_situation_check
16-04-2012 00:00,YES,YES,1,24.5,24.5,55.5,17,1198,5172,6370,Monday,FALSE,Valid,Valid,Valid
17-04-2012 00:00,NO,YES,1,21,21,32.5,17,989,5702,6691,Tuesday,FALSE,Valid,Valid,Valid
18-04-2012 00:00,NO,YES,2,14,14,55,13,347,4020,4367,Wednesday,FALSE,Valid,Valid,Valid
19-04-2012 00:00,NO,YES,1,16.5,16.5,61,6,846,5719,6565,Thursday,FALSE,Valid,Valid,Valid
20-04-2012 00:00,NO,YES,1,17.5,17.5,70.5,13,1340,5950,7290,Friday,FALSE,Valid,Valid,Valid
21-04-2012 00:00,NO,NO,1,17,17,77.5,18,2541,4083,6624,Saturday,FALSE,Valid,Valid,Valid
22-04-2012 00:00,NO,NO,3,10,7,82,23,120,907,1027,Sunday,FALSE,Valid,Valid,Valid
23-04-2012 00:00,NO,YES,2,7,4,76,22,195,3019,3214,Monday,FALSE,Valid,Valid,Valid
24-04-2012 00:00,NO,YES,1,13,13,37,16,518,5115,5633,Tuesday,FALSE,Valid,Valid,Valid
25-04-2012 00:00,NO,YES,1,16.5,16.5,46.5,6,655,5541,6196,Wednesday,FALSE,Valid,Valid,Valid
26-04-2012 00:00,NO,YES,2,16,16,80,12,475,4551,5026,Thursday,FALSE,Valid,Valid,Valid
27-04-2012 00:00,NO,YES,1,13,13,38,23,1014,5219,6233,Friday,FALSE,Valid,Valid,Valid
28-04-2012 00:00,NO,NO,2,10,8.5,46.5,9,1120,3100,4220,Saturday,FALSE,Valid,Valid,Valid
29-04-2012 00:00,NO,NO,1,14.5,14.5,55,9,2229,4075,6304,Sunday,FALSE,Valid,Valid,Valid
30-04-2012 00:00,NO,YES,2,13,13,56,11,665,4907,5572,Monday,FALSE,Valid,Valid,Valid
01-05-2012 00:00,NO,YES,2,22.5,22.5,65,9,653,5087,5740,Tuesday,FALSE,Valid,Valid,Valid
02-05-2012 00:00,NO,YES,1,19,19,83,12,667,5502,6169,Wednesday,FALSE,Valid,Valid,Valid
03-05-2012 00:00,NO,YES,2,20,20,78,9,764,5657,6421,Thursday,FALSE,Valid,Valid,Valid
04-05-2012 00:00,NO,YES,1,21.5,21.5,78,8,1069,5227,6296,Friday,FALSE,Valid,Valid,Valid
05-05-2012 00:00,NO,NO,2,21,21,78,9,2496,4387,6883,Saturday,FALSE,Valid,Valid,Valid
06-05-2012 00:00,NO,NO,2,18.5,18.5,75,11,2135,4224,6359,Sunday,FALSE,Valid,Valid,Valid
07-05-2012 00:00,NO,YES,2,18,18,62,15,1008,5265,6273,Monday,FALSE,Valid,Valid,Valid
08-05-2012 00:00,NO,YES,2,21,21,69,19,738,4990,5728,Tuesday,FALSE,Valid,Valid,Valid
09-05-2012 00:00,NO,YES,2,19,19,80,13,620,4097,4717,Wednesday,FALSE,Valid,Valid,Valid
10-05-2012 00:00,NO,YES,1,16,16,49,23,1026,5546,6572,Thursday,FALSE,Valid,Valid,Valid
11-05-2012 00:00,NO,YES,1,18.5,18.5,36,17,1319,5711,7030,Friday,FALSE,Valid,Valid,Valid
12-05-2012 00:00,NO,NO,1,19.5,19.5,49,9,2622,4807,7429,Saturday,FALSE,Valid,Valid,Valid
13-05-2012 00:00,NO,NO,1,22,22,57,14,2172,3946,6118,Sunday,FALSE,Valid,Valid,Valid
14-05-2012 00:00,NO,YES,2,20,20,83,15,342,2501,2843,Monday,FALSE,Valid,Valid,Valid
15-05-2012 00:00,NO,YES,2,21.5,21.5,78,9,625,4490,5115,Tuesday,FALSE,Valid,Valid,Valid
16-05-2012 00:00,NO,YES,1,23,23,74,9,991,6433,7424,Wednesday,FALSE,Valid,Valid,Valid
17-05-2012 00:00,NO,YES,1,21,21,49,13,1242,6142,7384,Thursday,FALSE,Valid,Valid,Valid
18-05-2012 00:00,NO,YES,1,20,20,47.5,9,1521,6118,7639,Friday,FALSE,Valid,Valid,Valid
19-05-2012 00:00,NO,NO,1,21.5,21,45,6,3410,4884,8294,Saturday,FALSE,Valid,Valid,Valid
20-05-2012 00:00,NO,NO,1,23,23,52,22,2704,4425,7129,Sunday,FALSE,Valid,Valid,Valid
21-05-2012 00:00,NO,YES,2,21,21,83,17,630,3729,4359,Monday,FALSE,Valid,Valid,Valid
22-05-2012 00:00,NO,YES,2,22,22,78,7,819,5254,6073,Tuesday,FALSE,Valid,Valid,Valid
23-05-2012 00:00,NO,YES,2,22,22,83,7,766,4494,5260,Wednesday,FALSE,Valid,Valid,Valid
24-05-2012 00:00,NO,YES,1,23,23,73,11,1059,5711,6770,Thursday,FALSE,Valid,Valid,Valid
25-05-2012 00:00,NO,YES,1,24.5,25.5,78.5,9,1417,5317,6734,Friday,FALSE,Valid,Valid,Valid
26-05-2012 00:00,NO,NO,1,26,27,74,13,2855,3681,6536,Saturday,FALSE,Valid,Valid,Valid
27-05-2012 00:00,NO,NO,1,24,24.5,74,15,3283,3308,6591,Sunday,FALSE,Valid,Valid,Valid
28-05-2012 00:00,YES,YES,1,27,29,66,11,2557,3486,6043,Monday,FALSE,Valid,Valid,Valid
29-05-2012 00:00,NO,YES,1,26,28,70,20,880,4863,5743,Tuesday,FALSE,Valid,Valid,Valid
30-05-2012 00:00,NO,YES,2,23,24,69,9,745,6110,6855,Wednesday,FALSE,Valid,Valid,Valid
31-05-2012 00:00,NO,YES,1,24,24,47,13,1100,6238,7338,Thursday,FALSE,Valid,Valid,Valid
01-06-2012 00:00,NO,YES,2,23,23,78,15,533,3594,4127,Friday,FALSE,Valid,Valid,Valid
02-06-2012 00:00,NO,NO,1,20,20,49,13,2795,5325,8120,Saturday,FALSE,Valid,Valid,Valid
03-06-2012 00:00,NO,NO,1,22,21,45,12,2494,5147,7641,Sunday,FALSE,Valid,Valid,Valid
04-06-2012 00:00,NO,YES,1,21,21,46.5,20,1071,5927,6998,Monday,FALSE,Valid,Valid,Valid
05-06-2012 00:00,NO,YES,2,18,18,56,13,968,6033,7001,Tuesday,FALSE,Valid,Valid,Valid
06-06-2012 00:00,NO,YES,1,18,18,68,6,1027,6028,7055,Wednesday,FALSE,Valid,Valid,Valid
07-06-2012 00:00,NO,YES,1,21,21,49.5,11,1038,6456,7494,Thursday,FALSE,Valid,Valid,Valid
08-06-2012 00:00,NO,YES,1,24.5,24.5,44.5,11,1488,6248,7736,Friday,FALSE,Valid,Valid,Valid
09-06-2012 00:00,NO,NO,1,26,26.5,50.5,11,2708,4790,7498,Saturday,FALSE,Valid,Valid,Valid
10-06-2012 00:00,NO,NO,1,27,28,58,8,2224,4374,6598,Sunday,FALSE,Valid,Valid,Valid
11-06-2012 00:00,NO,YES,2,27,28,58,13,1017,5647,6664,Monday,FALSE,Valid,Valid,Valid
12-06-2012 00:00,NO,YES,2,24,25,88,13,477,4495,4972,Tuesday,FALSE,Valid,Valid,Valid
13-06-2012 00:00,NO,YES,1,23,23,51.5,26,1173,6248,7421,Wednesday,FALSE,Valid,Valid,Valid
14-06-2012 00:00,NO,YES,1,23,23,57,17,1180,6183,7363,Thursday,FALSE,Valid,Valid,Valid
15-06-2012 00:00,NO,YES,1,23,23,53,11,1563,6102,7665,Friday,FALSE,Valid,Valid,Valid
16-06-2012 00:00,NO,NO,1,22.5,22.5,51.5,12,2963,4739,7702,Saturday,FALSE,Valid,Valid,Valid
17-06-2012 00:00,NO,NO,1,20.5,20.5,58.5,11,2634,4344,6978,Sunday,FALSE,Valid,Valid,Valid
18-06-2012 00:00,NO,YES,2,19.5,19.5,78,12,653,4446,5099,Monday,FALSE,Valid,Valid,Valid
19-06-2012 00:00,NO,YES,1,26,27.5,74,9,968,5857,6825,Tuesday,FALSE,Valid,Valid,Valid
20-06-2012 00:00,NO,YES,1,32,33,52,7,872,5339,6211,Wednesday,FALSE,Valid,Valid,Valid
21-06-2012 00:00,NO,YES,1,31.5,35,53.5,8,778,5127,5905,Thursday,FALSE,Valid,Valid,Valid
22-06-2012 00:00,NO,YES,1,29,32,58,11,964,4859,5823,Friday,FALSE,Valid,Valid,Valid
23-06-2012 00:00,NO,NO,1,28,28,45.5,13,2657,4801,7458,Saturday,FALSE,Valid,Valid,Valid
24-06-2012 00:00,NO,NO,1,29,29,51,9,2551,4340,6891,Sunday,FALSE,Valid,Valid,Valid
25-06-2012 00:00,NO,YES,1,26,27,45,20,1139,5640,6779,Monday,FALSE,Valid,Valid,Valid
26-06-2012 00:00,NO,YES,1,22.5,21.5,35.5,24,1077,6365,7442,Tuesday,FALSE,Valid,Valid,Valid
27-06-2012 00:00,NO,YES,1,26.5,26.5,38,19.5,1077,6258,7335,Wednesday,FALSE,Valid,Valid,Valid
28-06-2012 00:00,NO,YES,1,28,28,48,11,921,5958,6879,Thursday,FALSE,Valid,Valid,Valid
29-06-2012 00:00,NO,YES,1,33,38.5,52,13,829,4634,5463,Friday,FALSE,Valid,Valid,Valid
30-06-2012 00:00,NO,NO,1,30,33,62,10,1455,4232,5687,Saturday,FALSE,Valid,Valid,Valid
01-07-2012 00:00,NO,NO,1,32,33,44,9,1421,4110,5531,Sunday,FALSE,Valid,Valid,Valid
02-07-2012 00:00,NO,YES,1,29,30,51,13,904,5323,6227,Monday,FALSE,Valid,Valid,Valid
03-07-2012 00:00,NO,YES,1,28.5,30,54.5,9,1052,5608,6660,Tuesday,FALSE,Valid,Valid,Valid
04-07-2012 00:00,YES,YES,1,31.5,32.5,51.5,9,2562,4841,7403,Wednesday,FALSE,Valid,Valid,Valid
05-07-2012 00:00,NO,YES,1,33,36,47.5,14,1405,4836,6241,Thursday,FALSE,Valid,Valid,Valid
06-07-2012 00:00,NO,YES,1,32,33.5,39.5,9,1366,4841,6207,Friday,FALSE,Valid,Valid,Valid
07-07-2012 00:00,NO,NO,1,34,38.5,46.5,11,1448,3392,4840,Saturday,FALSE,Valid,Valid,Valid
08-07-2012 00:00,NO,NO,1,31,36,59,7,1203,3469,4672,Sunday,FALSE,Valid,Valid,Valid
09-07-2012 00:00,NO,YES,2,26,28,65,11,998,5571,6569,Monday,FALSE,Valid,Valid,Valid
10-07-2012 00:00,NO,YES,2,26,27,74,9,954,5336,6290,Tuesday,FALSE,Valid,Valid,Valid
11-07-2012 00:00,NO,YES,1,27,28,58,10,975,6289,7264,Wednesday,FALSE,Valid,Valid,Valid
12-07-2012 00:00,NO,YES,1,27,27,51,9,1032,6414,7446,Thursday,FALSE,Valid,Valid,Valid
13-07-2012 00:00,NO,YES,2,28,28,48,7,1511,5988,7499,Friday,FALSE,Valid,Valid,Valid
14-07-2012 00:00,NO,NO,2,26,28,74,7,2355,4614,6969,Saturday,FALSE,Valid,Valid,Valid
15-07-2012 00:00,NO,NO,1,27,30,79,9,1920,4111,6031,Sunday,FALSE,Valid,Valid,Valid
16-07-2012 00:00,NO,YES,1,29,31.5,64,8,1088,5742,6830,Monday,FALSE,Valid,Valid,Valid
17-07-2012 00:00,NO,YES,1,32,34,50.5,8,921,5865,6786,Tuesday,FALSE,Valid,Valid,Valid
18-07-2012 00:00,NO,YES,1,29,31,62,9,799,4914,5713,Wednesday,FALSE,Valid,Valid,Valid
19-07-2012 00:00,NO,YES,1,29,31,58,9,888,5703,6591,Thursday,FALSE,Valid,Valid,Valid
20-07-2012 00:00,NO,YES,2,24,25,83.5,11,747,5123,5870,Friday,FALSE,Valid,Valid,Valid
21-07-2012 00:00,NO,NO,3,21,21,88,17,1264,3195,4459,Saturday,FALSE,Valid,Valid,Valid
22-07-2012 00:00,NO,NO,2,24,24,74,7,2544,4866,7410,Sunday,FALSE,Valid,Valid,Valid
23-07-2012 00:00,NO,YES,1,28.5,31,62,9,1135,5831,6966,Monday,FALSE,Valid,Valid,Valid
24-07-2012 00:00,NO,YES,1,28,30.5,64,14,1140,6452,7592,Tuesday,FALSE,Valid,Valid,Valid
25-07-2012 00:00,NO,YES,1,27,27,41,11,1383,6790,8173,Wednesday,FALSE,Valid,Valid,Valid
26-07-2012 00:00,NO,YES,1,27.5,30,65.5,17,1036,5825,6861,Thursday,FALSE,Valid,Valid,Valid
27-07-2012 00:00,NO,YES,1,30,33,59,10,1259,5645,6904,Friday,FALSE,Valid,Valid,Valid
28-07-2012 00:00,NO,NO,1,28,30,66,11,2234,4451,6685,Saturday,FALSE,Valid,Valid,Valid
29-07-2012 00:00,NO,NO,1,27,28.5,65.5,11,2153,4444,6597,Sunday,FALSE,Valid,Valid,Valid
30-07-2012 00:00,NO,YES,1,27,29,70,11,1040,6065,7105,Monday,FALSE,Valid,Valid,Valid
31-07-2012 00:00,NO,YES,1,26,27.5,72,11,968,6248,7216,Tuesday,FALSE,Valid,Valid,Valid
01-08-2012 00:00,NO,YES,1,27,29,70,9,1074,6506,7580,Wednesday,FALSE,Valid,Valid,Valid
02-08-2012 00:00,NO,YES,1,29,32,66,8,983,6278,7261,Thursday,FALSE,Valid,Valid,Valid
03-08-2012 00:00,NO,YES,2,29,32.5,66,15,1328,5847,7175,Friday,FALSE,Valid,Valid,Valid
04-08-2012 00:00,NO,NO,1,30.5,34.5,62.5,17,2345,4479,6824,Saturday,FALSE,Valid,Valid,Valid
05-08-2012 00:00,NO,NO,1,28,31,70,17,1707,3757,5464,Sunday,FALSE,Valid,Valid,Valid
06-08-2012 00:00,NO,YES,2,28,31,70,9,1233,5780,7013,Monday,FALSE,Valid,Valid,Valid
07-08-2012 00:00,NO,YES,2,27,30,70,9,1278,5995,7273,Tuesday,FALSE,Valid,Valid,Valid
08-08-2012 00:00,NO,YES,2,28,30.5,66,8,1263,6271,7534,Wednesday,FALSE,Valid,Valid,Valid
09-08-2012 00:00,NO,YES,1,27,29,58,11,1196,6090,7286,Thursday,FALSE,Valid,Valid,Valid
10-08-2012 00:00,NO,YES,2,27,29,70,19,1065,4721,5786,Friday,FALSE,Valid,Valid,Valid
11-08-2012 00:00,NO,NO,2,24,25,78,13,2247,4052,6299,Saturday,FALSE,Valid,Valid,Valid
12-08-2012 00:00,NO,NO,1,26,26,51,9,2182,4362,6544,Sunday,FALSE,Valid,Valid,Valid
13-08-2012 00:00,NO,YES,1,27.5,28.5,60,7,1207,5676,6883,Monday,FALSE,Valid,Valid,Valid
14-08-2012 00:00,NO,YES,1,27,29,70,13,1128,5656,6784,Tuesday,FALSE,Valid,Valid,Valid
15-08-2012 00:00,NO,YES,1,26,27,61,13,1198,6149,7347,Wednesday,FALSE,Valid,Valid,Valid
16-08-2012 00:00,NO,YES,1,27.5,28,49.5,11,1338,6267,7605,Thursday,FALSE,Valid,Valid,Valid
17-08-2012 00:00,NO,YES,1,25.5,26,58,14,1483,5665,7148,Friday,FALSE,Valid,Valid,Valid
18-08-2012 00:00,NO,NO,1,24,24,61,13,2827,5038,7865,Saturday,FALSE,Valid,Valid,Valid
19-08-2012 00:00,NO,NO,2,23,23,73,7,1208,3341,4549,Sunday,FALSE,Valid,Valid,Valid
20-08-2012 00:00,NO,YES,2,22,22,78,8,1026,5504,6530,Monday,FALSE,Valid,Valid,Valid
21-08-2012 00:00,NO,YES,1,23,23,74,3,1081,5925,7006,Tuesday,FALSE,Valid,Valid,Valid
22-08-2012 00:00,NO,YES,1,23,23.5,74,0,1094,6281,7375,Wednesday,FALSE,Valid,Valid,Valid
23-08-2012 00:00,NO,YES,1,26,27,61,6,1363,6402,7765,Thursday,FALSE,Valid,Valid,Valid
24-08-2012 00:00,NO,YES,2,26,27,61.5,3,1325,6257,7582,Friday,FALSE,Valid,Valid,Valid
25-08-2012 00:00,NO,NO,2,24,24,74,18,1829,4224,6053,Saturday,FALSE,Valid,Valid,Valid
26-08-2012 00:00,NO,NO,2,23,24,89,15,1483,3772,5255,Sunday,FALSE,Valid,Valid,Valid
27-08-2012 00:00,NO,YES,1,27,29,74,9,989,5928,6917,Monday,FALSE,Valid,Valid,Valid
28-08-2012 00:00,NO,YES,1,26.5,27.5,56,12,935,6105,7040,Tuesday,FALSE,Valid,Valid,Valid
29-08-2012 00:00,NO,YES,1,24.5,24.5,54,9,1177,6520,7697,Wednesday,FALSE,Valid,Valid,Valid
30-08-2012 00:00,NO,YES,1,26.5,27.5,61.5,6.5,1172,6541,7713,Thursday,FALSE,Valid,Valid,Valid
31-08-2012 00:00,NO,YES,1,29,31,62,11,1433,5917,7350,Friday,FALSE,Valid,Valid,Valid
01-09-2012 00:00,NO,NO,2,29,31,60,8,2352,3788,6140,Saturday,FALSE,Valid,Valid,Valid
02-09-2012 00:00,NO,NO,2,26,27.5,84,6,2613,3197,5810,Sunday,FALSE,Valid,Valid,Valid
03-09-2012 00:00,YES,YES,1,26,28,83,9,1965,4069,6034,Monday,FALSE,Valid,Valid,Valid
04-09-2012 00:00,NO,YES,1,28,31,74,17,867,5997,6864,Tuesday,FALSE,Valid,Valid,Valid
05-09-2012 00:00,NO,YES,1,27,30,74,13,832,6280,7112,Wednesday,FALSE,Valid,Valid,Valid
06-09-2012 00:00,NO,YES,2,26,28,84,10,611,5592,6203,Thursday,FALSE,Valid,Valid,Valid
07-09-2012 00:00,NO,YES,1,26,28,74,9,1045,6459,7504,Friday,FALSE,Valid,Valid,Valid
08-09-2012 00:00,NO,NO,2,24,25,88,17,1557,4419,5976,Saturday,FALSE,Valid,Valid,Valid
09-09-2012 00:00,NO,NO,1,21.5,21,50.5,17,2570,5657,8227,Sunday,FALSE,Valid,Valid,Valid
10-09-2012 00:00,NO,YES,1,21,21,50,19,1118,6407,7525,Monday,FALSE,Valid,Valid,Valid
11-09-2012 00:00,NO,YES,1,19.5,19.5,57.5,7,1070,6697,7767,Tuesday,FALSE,Valid,Valid,Valid
12-09-2012 00:00,NO,YES,1,21,21,62.5,9,1050,6820,7870,Wednesday,FALSE,Valid,Valid,Valid
13-09-2012 00:00,NO,YES,1,21.5,21.5,67,6,1054,6750,7804,Thursday,FALSE,Valid,Valid,Valid
14-09-2012 00:00,NO,YES,1,22,22,73,7,1379,6630,8009,Friday,FALSE,Valid,Valid,Valid
15-09-2012 00:00,NO,NO,1,21,21,46,18,3160,5554,8714,Saturday,FALSE,Valid,Valid,Valid
16-09-2012 00:00,NO,NO,1,20.5,20.5,58.5,7,2166,5167,7333,Sunday,FALSE,Valid,Valid,Valid
17-09-2012 00:00,NO,YES,2,22,22,73,11,1022,5847,6869,Monday,FALSE,Valid,Valid,Valid
18-09-2012 00:00,NO,YES,2,22,23,88,21,371,3702,4073,Tuesday,FALSE,Valid,Valid,Valid
19-09-2012 00:00,NO,YES,1,18,18,59,17,788,6803,7591,Wednesday,FALSE,Valid,Valid,Valid
20-09-2012 00:00,NO,YES,1,19,19,63.5,7,939,6781,7720,Thursday,FALSE,Valid,Valid,Valid
21-09-2012 00:00,NO,YES,1,21,21,69,12,1250,6917,8167,Friday,FALSE,Valid,Valid,Valid
22-09-2012 00:00,NO,NO,1,23,23,58,19,2512,5883,8395,Saturday,FALSE,Valid,Valid,Valid
23-09-2012 00:00,NO,NO,1,17,17,47.5,16,2454,5453,7907,Sunday,FALSE,Valid,Valid,Valid
24-09-2012 00:00,NO,YES,1,16.5,16.5,52,9,1001,6435,7436,Monday,FALSE,Valid,Valid,Valid
25-09-2012 00:00,NO,YES,1,21,21,57,17,845,6693,7538,Tuesday,FALSE,Valid,Valid,Valid
26-09-2012 00:00,NO,YES,1,22,22,64,17,787,6946,7733,Wednesday,FALSE,Valid,Valid,Valid
27-09-2012 00:00,NO,YES,2,21,21,78,6,751,6642,7393,Thursday,FALSE,Valid,Valid,Valid
28-09-2012 00:00,NO,YES,2,21.9,22.5,68.6,10.72,1045,6370,7415,Friday,FALSE,Valid,Valid,Valid
29-09-2012 00:00,NO,NO,1,17.9,18.3,55.6,14.56,2589,5966,8555,Saturday,FALSE,Valid,Valid,Valid
30-09-2012 00:00,NO,NO,1,17.3,17.8,57.9,10.4,2015,4874,6889,Sunday,FALSE,Valid,Valid,Valid
01-10-2012 00:00,NO,YES,2,17.1,16.9,65.1,6.24,763,6015,6778,Monday,FALSE,Valid,Valid,Valid
02-10-2012 00:00,NO,YES,3,20.9,20.3,89.5,7.52,315,4324,4639,Tuesday,FALSE,Valid,Valid,Valid
03-10-2012 00:00,NO,YES,2,23.3,24.2,83,4.64,728,6844,7572,Wednesday,FALSE,Valid,Valid,Valid
04-10-2012 00:00,NO,YES,2,23.7,23.9,73.3,8,891,6437,7328,Thursday,FALSE,Valid,Valid,Valid
05-10-2012 00:00,NO,YES,1,21.8,22.2,62.5,7.36,1516,6640,8156,Friday,FALSE,Valid,Valid,Valid
06-10-2012 00:00,NO,NO,1,18.7,19.2,66.1,17.76,3031,4934,7965,Saturday,FALSE,Valid,Valid,Valid
07-10-2012 00:00,NO,NO,2,11.6,11.1,73.2,10.08,781,2729,3510,Sunday,FALSE,Valid,Valid,Valid
08-10-2012 00:00,YES,YES,2,10.1,9.7,71.8,12.64,874,4604,5478,Monday,FALSE,Valid,Valid,Valid
09-10-2012 00:00,NO,YES,2,12.8,13.3,77.1,12.96,601,5791,6392,Tuesday,FALSE,Valid,Valid,Valid
10-10-2012 00:00,NO,YES,1,16,17.2,69.6,10.4,780,6911,7691,Wednesday,FALSE,Valid,Valid,Valid
11-10-2012 00:00,NO,YES,1,12.9,13.3,45.6,12.96,834,6736,7570,Thursday,FALSE,Valid,Valid,Valid
12-10-2012 00:00,NO,YES,1,12.9,13.6,54,15.68,1060,6222,7282,Friday,FALSE,Valid,Valid,Valid
13-10-2012 00:00,NO,NO,1,10.6,10.6,50,10.88,2252,4857,7109,Saturday,FALSE,Valid,Valid,Valid
14-10-2012 00:00,NO,NO,1,17.2,17.5,63.6,18.4,2080,4559,6639,Sunday,FALSE,Valid,Valid,Valid
15-10-2012 00:00,NO,YES,2,19.4,18.1,71.6,18.72,760,5115,5875,Monday,FALSE,Valid,Valid,Valid
16-10-2012 00:00,NO,YES,1,14.4,14.4,55.8,12,922,6612,7534,Tuesday,FALSE,Valid,Valid,Valid
17-10-2012 00:00,NO,YES,1,14,14.7,68.3,6.72,979,6482,7461,Wednesday,FALSE,Valid,Valid,Valid
18-10-2012 00:00,NO,YES,2,16.9,16.9,72.8,15.68,1008,6501,7509,Thursday,FALSE,Valid,Valid,Valid
19-10-2012 00:00,NO,YES,2,19.3,19.2,82.1,9.28,753,4671,5424,Friday,FALSE,Valid,Valid,Valid
20-10-2012 00:00,NO,NO,1,15.3,15.3,57.2,8.8,2806,5284,8090,Saturday,FALSE,Valid,Valid,Valid
21-10-2012 00:00,NO,NO,1,14.2,14.4,51.1,11.04,2132,4692,6824,Sunday,FALSE,Valid,Valid,Valid
22-10-2012 00:00,NO,YES,1,15.6,15.8,55.3,5.92,830,6228,7058,Monday,FALSE,Valid,Valid,Valid
23-10-2012 00:00,NO,YES,1,18.7,18.1,62.9,6.08,841,6625,7466,Tuesday,FALSE,Valid,Valid,Valid
24-10-2012 00:00,NO,YES,1,20.4,21.7,63.4,4.8,795,6898,7693,Wednesday,FALSE,Valid,Valid,Valid
25-10-2012 00:00,NO,YES,2,18.2,19.4,81.4,9.28,875,6484,7359,Thursday,FALSE,Valid,Valid,Valid
26-10-2012 00:00,NO,YES,2,18.2,19.2,81.4,9.28,1182,6262,7444,Friday,FALSE,Valid,Valid,Valid
27-10-2012 00:00,NO,NO,2,17.3,18.1,72.2,15.84,2643,5209,7852,Saturday,FALSE,Valid,Valid,Valid
28-10-2012 00:00,NO,NO,2,14.7,14.4,69.3,26.88,998,3461,4459,Sunday,TRUE,Valid,Valid,Valid
29-10-2012 00:00,NO,YES,3,10.6,10.6,84.5,40.16,2,20,22,Monday,TRUE,Valid,Valid,Valid
30-10-2012 00:00,NO,YES,2,6.3,6.7,85.6,21.12,87,1009,1096,Tuesday,FALSE,Valid,Valid,Valid
31-10-2012 00:00,NO,YES,2,8.8,8.9,68.7,10.88,419,5147,5566,Wednesday,FALSE,Valid,Valid,Valid
01-11-2012 00:00,NO,YES,2,9.3,8.6,57.8,10.24,466,5520,5986,Thursday,FALSE,Valid,Valid,Valid
02-11-2012 00:00,NO,YES,1,8.8,8.9,52.2,18.4,618,5229,5847,Friday,FALSE,Valid,Valid,Valid
03-11-2012 00:00,NO,NO,2,8.2,8.1,50,18.24,1029,4109,5138,Saturday,FALSE,Valid,Valid,Valid
04-11-2012 00:00,NO,NO,1,7.2,7.5,54.1,12.32,1201,3906,5107,Sunday,FALSE,Valid,Valid,Valid
05-11-2012 00:00,NO,YES,1,6.8,6.7,49.6,15.52,378,4881,5259,Monday,FALSE,Valid,Valid,Valid
06-11-2012 00:00,NO,YES,1,5.1,5,57.3,12,466,5220,5686,Tuesday,FALSE,Valid,Valid,Valid
07-11-2012 00:00,NO,YES,2,5.7,5.6,55.7,20.32,326,4709,5035,Wednesday,FALSE,Valid,Valid,Valid
08-11-2012 00:00,NO,YES,1,8.4,9.2,34.6,23.84,340,4975,5315,Thursday,FALSE,Valid,Valid,Valid
09-11-2012 00:00,NO,YES,1,9.1,8.9,55.8,13.76,709,5283,5992,Friday,FALSE,Valid,Valid,Valid
10-11-2012 00:00,NO,NO,1,10.5,10.6,64.9,3.84,2090,4446,6536,Saturday,FALSE,Valid,Valid,Valid
11-11-2012 00:00,NO,NO,1,12.2,13.6,66,8.64,2290,4562,6852,Sunday,FALSE,Valid,Valid,Valid
12-11-2012 00:00,YES,YES,1,15.6,15.6,74.3,12.32,1097,5172,6269,Monday,FALSE,Valid,Valid,Valid
13-11-2012 00:00,NO,YES,2,7.8,8.9,69.9,22.88,327,3767,4094,Tuesday,FALSE,Valid,Valid,Valid
14-11-2012 00:00,NO,YES,1,5.4,5.6,56,12.96,373,5122,5495,Wednesday,FALSE,Valid,Valid,Valid
15-11-2012 00:00,NO,YES,2,7.1,6.9,61.9,10.24,320,5125,5445,Thursday,FALSE,Valid,Valid,Valid
16-11-2012 00:00,NO,YES,1,8.2,8.9,52.7,11.52,484,5214,5698,Friday,FALSE,Valid,Valid,Valid
17-11-2012 00:00,NO,NO,1,7.3,7.2,54.9,12,1313,4316,5629,Saturday,FALSE,Valid,Valid,Valid
18-11-2012 00:00,NO,NO,1,8.2,8.3,69.7,15.36,922,3747,4669,Sunday,FALSE,Valid,Valid,Valid
19-11-2012 00:00,NO,YES,2,9.9,10.3,62.9,15.04,449,5050,5499,Monday,FALSE,Valid,Valid,Valid
20-11-2012 00:00,NO,YES,2,9.7,10.6,69.2,5.44,534,5100,5634,Tuesday,FALSE,Valid,Valid,Valid
21-11-2012 00:00,NO,YES,1,8.7,9.2,61.3,7.2,615,4531,5146,Wednesday,FALSE,Valid,Valid,Valid
22-11-2012 00:00,YES,YES,1,7.9,8.6,58.4,3.52,955,1470,2425,Thursday,FALSE,Valid,Valid,Valid
23-11-2012 00:00,NO,YES,1,9.7,9.2,55.9,10.72,1603,2307,3910,Friday,FALSE,Valid,Valid,Valid
24-11-2012 00:00,NO,NO,1,4.6,5.3,41.1,24.64,532,1745,2277,Saturday,FALSE,Valid,Valid,Valid
25-11-2012 00:00,NO,NO,1,3.2,3.6,48.8,9.76,309,2115,2424,Sunday,FALSE,Valid,Valid,Valid
26-11-2012 00:00,NO,YES,1,6.9,6.7,53.6,3.36,337,4750,5087,Monday,FALSE,Valid,Valid,Valid
27-11-2012 00:00,NO,YES,2,5.5,5,80.1,16.48,123,3836,3959,Tuesday,FALSE,Valid,Valid,Valid
28-11-2012 00:00,NO,YES,1,5.8,6.1,49.8,13.6,198,5062,5260,Wednesday,FALSE,Valid,Valid,Valid
29-11-2012 00:00,NO,YES,1,7,5.5,46.5,10,243,5080,5323,Thursday,FALSE,Valid,Valid,Valid
30-11-2012 00:00,NO,YES,1,2,2,76,0,362,5306,5668,Friday,FALSE,Valid,Valid,Valid
